Gene,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
g5869,g5869,0.636880321,2.483641667,1.454456508,0.169601999,0.662011713,-4.624199033
g5870,g5870,0.602977527,0.566825318,0.561015289,0.584354792,0.897143845,-4.91663763
g5872,g5872,0.364741049,1.158041562,0.449956311,0.660174157,0.924507157,-5.072217972
g5878,g5878,0.715410522,2.279995136,1.013760754,0.329245449,0.78046013,-5.018338553
g588,g588,0.289579559,5.960837524,1.73206796,0.106971031,0.585598123,-4.804340607
g5880,SLC22A16,-0.498303631,4.166127262,-1.522775288,0.151830452,0.640841694,-4.881440322
g5881,SLC22A16,-0.265656757,2.421752896,-0.870880395,0.399660258,0.815522229,-5.140036334
g5882,CARD11,0.565045142,5.169925643,2.992694973,0.010411673,0.318971648,-2.675848386
g5883,CARD11,0.347905775,4.098086758,1.351135772,0.199762923,0.683812966,-5.083707791
g589,ADPRHL2,2.106126329,2.917409617,2.238966615,0.043333982,0.470743177,-3.661219121
g5893,g5893,-0.510990271,3.678105291,-1.975486241,0.069896628,0.532935463,-4.162737317
g5894,TTYH2,-0.010198591,6.265215171,-0.055133339,0.956872907,0.994387661,-6.205091152
g5895,RBM46,0.344691813,6.742943818,2.767671209,0.016023813,0.354758592,-3.133125622
g5896,CAMK2G,0.335215808,3.188049221,0.590457811,0.565035922,0.89007095,-5.544620569
g5897,NUP54,-0.346415682,4.600919124,-1.949072416,0.073260545,0.537334051,-4.347483643
g5898,PGRMC2,-0.111123406,5.567093331,-0.689546151,0.502636915,0.862739612,-5.922661895
g5899,g5899,-0.412446151,4.414819766,-0.698120537,0.497434369,0.861412463,-5.768259235
g590,LYPLAL1,1.507903731,2.146647791,1.6352674,0.126029726,0.608760592,-4.368713274
g5900,g5900,-0.560087421,3.775133365,-2.792906723,0.015269501,0.349124267,-2.892947862
g5902,g5902,0.056464862,-0.637895884,0.072949702,0.942959722,0.991505895,-4.87696985
g5903,g5903,0.547080256,3.983060874,1.378162016,0.191476433,0.677396211,-5.038367042
g591,SMU1,0.090641664,6.337946173,0.649617035,0.527283419,0.875374571,-5.995505542
g5915,SLC22A16,-0.190516745,0.185769802,-0.238120506,0.815510136,0.966202545,-4.94513072
g5916,tun,-0.694797697,3.389001119,-1.714348031,0.110256997,0.591055352,-4.473158043
g5917,CPSF4,-0.276181148,4.516216648,-1.146193572,0.272433018,0.738920564,-5.377911823
g5919,NFXL1,-0.286193336,4.736462972,-1.287046778,0.220585171,0.699893355,-5.261805676
g592,RNF121,-0.254566913,3.722823305,-1.299986378,0.216245919,0.69684315,-5.066383513
g5920,ITLN1,-0.965320656,1.203033168,-1.40411917,0.183786058,0.671582063,-4.501238931
g5921,PRKDC,-0.23774882,5.550061907,-0.757370828,0.462373182,0.846906169,-5.874530563
g5922,g5922,-0.125482816,1.704972539,-0.250554444,0.806085884,0.964972001,-5.258905324
g5923,g5923,-0.372429813,3.898992232,-1.430230124,0.176310029,0.666563265,-4.937356164
g5924,FEZ2,-0.348384512,3.008926241,-1.514235307,0.153961727,0.643021453,-4.662541151
g5925,PDS5A,-0.173094043,5.72406328,-1.200334173,0.251485878,0.727860103,-5.473806772
g5926,DIS3L2,-0.456602237,6.087037675,-1.839248655,0.088887775,0.552515759,-4.652400939
g5927,RPGR,-0.320386668,4.886661497,-1.133087051,0.277699874,0.743260862,-5.463656429
g5928,STAMBP,-0.717196275,3.911094113,-2.668326822,0.019364488,0.370952539,-3.107413324
g5929,g5929,-0.045854002,1.331097992,-0.071422977,0.944151279,0.991814027,-5.208995496
g593,g593,-0.399783016,0.531883752,-0.601088744,0.558145623,0.88736706,-4.901201488
g5930,TNNC2,-0.349728498,5.462122296,-1.8662131,0.084794011,0.546611284,-4.574677755
g5931,BHLHA15,0.201468223,2.170504802,0.642163835,0.531959434,0.876353904,-5.24770099
g5932,g5932,-0.209580008,3.918511992,-0.329707339,0.746888047,0.953515989,-5.860644903
g5933,KDM5A,0.154972079,6.629435685,1.115521601,0.284879711,0.749949868,-5.601342598
g5934,g5934,-0.171667506,4.21683021,-0.60428798,0.556081062,0.88672835,-5.788402691
g5935,RGS6,-0.137690568,5.055744107,-0.820728611,0.426636291,0.82933487,-5.767324614
g5936,PSKH1,-0.174541217,5.028280916,-1.144928429,0.27293806,0.739372638,-5.461251986
g5938,SLC17A6,-0.808649219,0.815819624,-1.70303596,0.112401036,0.593889655,-4.239940905
g5939,ANKS6,0.121410876,4.855199052,0.643730402,0.530974647,0.876059664,-5.863729701
g594,g594,-0.897624671,4.438479129,-2.969012748,0.010896079,0.32485161,-2.647243099
g5940,ONECUT2,-0.548579364,0.868600558,-1.148760228,0.271410615,0.738412782,-4.660163721
g5942,FBXL6,-0.562076484,3.112305055,-1.779397437,0.098616184,0.570462976,-4.35058211
g5943,HSF1,-0.190298296,5.278630625,-1.287876435,0.220304867,0.699883203,-5.330316408
g5944,g5944,-0.895817528,4.654736189,-0.939262135,0.364768731,0.801515591,-5.626549733
g5945,TOB1,-0.592994815,2.606727254,-2.066035577,0.05941335,0.511480356,-3.893598547
g5948,g5948,-1.128355118,1.625764306,-1.433122285,0.175497755,0.665410052,-4.493033734
g5949,FGR,-0.40351599,1.6065325,-0.485748183,0.635252918,0.917295214,-5.186202469
g595,g595,0.373948614,3.484356434,0.818559339,0.427829417,0.829877389,-5.478165013
g5950,g5950,0.385970516,0.397142492,0.683574528,0.506279172,0.865261346,-4.868230904
g5951,g5951,-0.458152051,0.740578412,-0.980575682,0.344749005,0.790828177,-4.769824559
g5955,g5955,0.688172205,3.132275859,1.875417345,0.083436108,0.546611284,-4.23034938
g5956,PROSC,-0.296788749,3.722396465,-0.871492861,0.39933805,0.815522229,-5.487497818
g5957,SLC17A5,-0.429383524,1.758164133,-0.700489222,0.496002833,0.861275081,-5.124026659
g5958,RHPN2,0.343792912,5.138358926,2.327082041,0.036813063,0.446422295,-3.815824169
g5959,MMS19,0.034484949,5.409318133,0.286144363,0.779289222,0.960112217,-6.10518797
g596,g596,-0.121485336,2.334329349,-0.305462745,0.764863425,0.95723071,-5.41740629
g5960,g5960,0.053094516,2.942025472,0.208430594,0.838131966,0.972322169,-5.623822531
g5961,g5961,0.358983881,5.799055338,3.119323027,0.008162643,0.287234565,-2.489138793
g5962,g5962,0.243269393,3.822050333,0.783062513,0.447660676,0.840205861,-5.565306749
g5963,g5963,0.274751825,1.209712981,0.76766646,0.45644133,0.846002445,-4.954776976
g5964,g5964,-0.241994257,4.197095522,-0.834089754,0.419335452,0.82525292,-5.609193486
g5965,ITGAX,-1.703722155,1.985047547,-1.690104126,0.114897022,0.595367728,-4.288228107
g5967,ITGAX,-1.551453644,1.212964507,-0.741781516,0.47144611,0.848244873,-4.886803873
g5968,RC3H1,0.387893759,6.966995703,2.266436976,0.041192061,0.466331522,-3.990978701
g5969,MRPL36,-0.29912677,4.065152233,-1.079443501,0.300065302,0.763320891,-5.374167662
g597,g597,-0.208387982,3.118869259,-0.505527162,0.621674462,0.910757491,-5.571910928
g5970,mrpl-11,-0.345856007,3.058266331,-1.437377427,0.174308361,0.665224777,-4.753597523
g5971,Hs3st-B,-0.896339104,5.429324162,-1.985936432,0.068605298,0.531052443,-4.376576839
g5972,PKD1L1,0.325030245,4.699828231,0.489780158,0.632473543,0.916466693,-5.927881383
g5973,g5973,0.20344358,3.77832156,0.273412036,0.788844081,0.961928348,-5.875868024
g5975,ASTL,-0.034438291,3.265117547,-0.078965291,0.938266176,0.990684044,-5.708016709
g5976,KIAA0895L,-0.0466646,2.887790934,-0.12358035,0.903543111,0.984708509,-5.600554865
g5977,ZNF341,-0.200867052,3.366881196,-0.854554364,0.408313539,0.820857698,-5.390198187
g5978,Eno,-0.001461341,7.981208846,-0.010616449,0.991691104,0.998424114,-6.18563805
g5980,g5980,0.265567001,13.12400902,0.874404981,0.397808427,0.814749946,-5.624540724
g5981,SLC18B1,0.338841255,3.241021613,0.994661149,0.338105797,0.788395578,-5.246793965
g5984,GALR1,-0.340137049,0.454570756,-0.604642142,0.555852767,0.88672835,-4.899669656
g5985,g5985,-0.186781857,4.406324349,-0.564604901,0.58198111,0.896457771,-5.85102608
g5986,FMN2,0.112244136,4.034260648,0.415920147,0.684271508,0.934526637,-5.844138793
g5987,TLN1,0.281297764,9.186630303,2.181301928,0.048176521,0.485588745,-4.07761562
g5988,SQSTM1,-0.133022857,2.469540398,-0.16515146,0.871372391,0.978276996,-5.518497317
g5989,TCF12,0.23230044,6.506602357,1.314295599,0.211527686,0.692663647,-5.376673036
g599,TOP2B,0.060304097,7.890884467,0.406246057,0.691188394,0.937140495,-6.104352824
g5990,EIF2S2,0.396775961,7.13000485,1.788334417,0.097105518,0.566178664,-4.73948471
g5991,RAB11A,0.267552565,7.579434911,2.459064601,0.028765789,0.406032504,-3.656635792
g5992,DRC1,-0.334773967,5.574677212,-0.998603548,0.336262995,0.786734893,-5.674485709
g5994,g5994,1.85404747,-0.071372785,0.768891573,0.455738677,0.845619514,-4.74684431
g5995,H3F3A,0.128060461,9.481293468,1.023051811,0.324996649,0.778044073,-5.620189756
g5996,LRRC48,-0.699873117,5.339051589,-2.337015542,0.036139361,0.442025722,-3.809219066
g5997,NTHL1,0.112071038,3.331285707,0.418785455,0.682228481,0.933927671,-5.659327479
g5998,DSCC1,-0.127655486,4.636692772,-0.788059737,0.444833898,0.839245436,-5.726824858
g5999,METTL16,-0.00885701,3.457321293,-0.050838365,0.960229328,0.994892321,-5.768467035
g60,g60,-0.148572545,-0.636625503,-0.108019684,0.915634091,0.985774372,-4.841006752
g600,TOP2B,0.590956115,6.031047285,1.871617332,0.083994321,0.546611284,-4.601190079
g6000,CYLD,0.249691314,5.662272313,1.696371852,0.113681254,0.594730046,-4.838628273
g6001,g6001,-0.350959264,3.911654677,-1.710105031,0.111056928,0.592614702,-4.586667869
g6002,COMMD3,0.03798036,3.728378956,0.143762617,0.887898723,0.981001106,-5.835270661
g6003,BTK,0.199779343,3.771224999,0.955502246,0.356803854,0.79561849,-5.426836108
g6004,g6004,-0.2397556,6.206051141,-1.191740026,0.254724723,0.730300757,-5.507883712
g6005,TTPAL,-0.114483115,5.508276189,-0.797155867,0.439717817,0.837378053,-5.837289514
g6006,LAMA3,0.336348132,6.203607691,1.383070935,0.190002061,0.676455528,-5.285596364
g6007,MASP1,-0.430725131,4.301829515,-0.659726244,0.52097874,0.872815637,-5.774943207
g6008,MASP1,-0.18922387,2.280973037,-0.318378142,0.755269293,0.955031054,-5.37900872
g6009,MASP1,0.39622395,8.225736256,1.596731448,0.134405068,0.61683779,-4.984293107
g601,POC5,-0.028456133,4.955714819,-0.105234446,0.917800682,0.986540698,-6.087456093
g6010,MASP1,-0.415747922,1.131054327,-0.611604265,0.551375366,0.884149892,-4.997216915
g6011,g6011,1.458851256,8.038898677,2.998113515,0.01030388,0.317059908,-2.704035958
g6012,g6012,-0.006267863,1.186742457,-0.00814012,0.993629135,0.998729532,-5.104082403
g6013,LAMA3,0.234858569,8.99264671,1.379246821,0.191149809,0.677250902,-5.24187937
g6015,FAXDC2,-0.317848951,2.014207814,-0.792295994,0.442446518,0.83775791,-5.109692684
g6016,C6orf163,-0.368230643,3.997180078,-1.472464839,0.164755455,0.65480333,-4.914009162
g6017,g6017,-0.332472105,5.668572439,-1.517373971,0.15317549,0.642553652,-5.083056611
g6018,g6018,-0.322954283,4.286278051,-1.639418997,0.125155098,0.607934542,-4.744810735
g6019,g6019,-1.321127182,3.476070438,-3.74603774,0.002457179,0.196153092,-1.357733911
g602,NBR1,0.673108155,7.632604367,4.034521498,0.001424752,0.154292863,-0.864824537
g6021,FKBP7,-0.460862958,3.91093221,-1.916058382,0.077672891,0.5400849,-4.298114548
g6022,XPNPEP3,-0.173296141,4.108218945,-0.888922442,0.390242024,0.812440007,-5.542139072
g6023,slc25a48,-0.425516441,1.970105099,-0.71085644,0.489766341,0.85854736,-5.107638679
g6024,HAT1,-0.40751558,4.256045539,-2.474335989,0.027951818,0.402979252,-3.472187277
g6026,g6026,-0.123575061,5.864981,-0.413397325,0.686072479,0.935614265,-6.103426803
g6027,PDZD11,-0.287039091,3.492820469,-1.148797382,0.271395836,0.738412782,-5.168825309
g6028,g6028,-0.179182221,1.295927151,-0.440945869,0.666516616,0.926828126,-5.102719422
g603,STXBP1,0.210332818,6.648830796,1.330592376,0.206255855,0.687681392,-5.358679348
g6030,g6030,-0.082214479,6.219667011,-0.603640511,0.556498556,0.886867993,-6.020490978
g6031,SOGA1,0.151136233,4.426712769,0.575212354,0.574996382,0.894012181,-5.835289132
g6033,g6033,0.441537855,0.729617113,0.502749333,0.623572946,0.912007965,-4.939619479
g6034,CCKBR,-0.281331652,0.033482648,-0.410708784,0.687993952,0.93710094,-4.912027483
g6035,GEMIN5,-0.025969318,5.021442392,-0.164037982,0.872231255,0.978332382,-6.083046112
g6036,UBE3A,0.169504157,6.168933506,1.476244535,0.16375317,0.653321078,-5.166084613
g6037,g6037,0.50878448,3.728901298,1.932624193,0.075429437,0.53763512,-4.232756489
g6038,GRHPR,0.317124096,4.698050133,1.605446651,0.132469857,0.615709074,-4.861074981
g6039,FGA,-1.637408273,0.429919055,-2.743400701,0.016783719,0.360720852,-3.463275222
g604,g604,-1.065047355,-1.196049322,-0.780282865,0.449237974,0.84059128,-4.70595331
g6040,FGB,-0.140753381,2.503191638,-0.289484502,0.776788743,0.959928405,-5.507198699
g6041,g6041,0.205465809,6.690025964,0.820686831,0.426659249,0.82933487,-5.875619191
g6043,g6043,-0.356882682,1.220986708,-0.751755005,0.465628956,0.847982611,-4.926588301
g6044,PDX1,-0.083283028,2.11449426,-0.203254463,0.842091857,0.97286095,-5.353437088
g6045,UBE2K,-0.140945456,5.328975202,-1.139291895,0.275196857,0.741376313,-5.50240972
g6046,QRSL1,-0.519441355,4.226127621,-3.305110824,0.005711071,0.251894824,-2.061975664
g6047,KDELR2,-0.091059282,7.17181179,-0.571388681,0.577509052,0.894967022,-6.043321396
g6048,CCDC22,-0.249763746,5.367016498,-1.554291254,0.144181506,0.63089847,-5.001019952
g6049,RAB28,-0.196526018,3.005582852,-0.967367925,0.351062418,0.792592428,-5.220540564
g605,ADPRHL2,0.243433146,4.109221574,1.437208265,0.174355516,0.665224777,-4.982253524
g6050,VPS52,0.038114301,4.509902995,0.284599839,0.780446344,0.960112217,-5.969231079
g6051,NRM,-0.236533232,4.868784272,-1.505967692,0.1560492,0.643864662,-5.008397006
g6052,PAN3,0.091814449,6.693994039,0.783702455,0.447298044,0.840205861,-5.905220572
g6053,POMP,-0.22151993,5.884506704,-1.288059955,0.220242902,0.699883203,-5.383334279
g6054,TFG,0.376411771,6.749867257,2.719781966,0.017557071,0.366793005,-3.217130958
g6055,NALCN,0.175245826,0.632819811,0.381204716,0.709225915,0.942177437,-4.99021124
g6056,TOX4,0.157163149,5.311264825,1.089752355,0.295665696,0.759553103,-5.55367998
g6057,cad,0.00254507,0.678557842,0.00674105,0.994724097,0.998729532,-5.050988296
g6058,g6058,0.408748322,5.715649254,1.308456313,0.213442955,0.694895846,-5.354377876
g6059,g6059,0.024880069,5.155738653,0.100476403,0.921503456,0.987299891,-6.112499093
g6061,g6061,0.71385619,7.243331445,4.231704214,0.000985927,0.141305265,-0.522907787
g6063,LPCAT2,0.134818129,4.833167857,0.5837262,0.569422492,0.891424534,-5.90003925
g6064,Myosin-7,0.362187301,9.969534395,2.212520915,0.045494973,0.476766895,-4.00572309
g6065,g6065,-0.810278583,4.415348681,-1.383195849,0.189964666,0.676455528,-5.068556908
g6066,g6066,0.130329975,1.13211803,0.239308444,0.814608425,0.966202545,-5.142872113
g6068,ARPC1B,-0.056669284,9.43891894,-0.476739304,0.641483819,0.918765825,-6.02262804
g6069,g6069,-0.307411111,5.103270105,-1.298686204,0.2166788,0.697078064,-5.300027989
g607,g607,-2.913311055,-1.075831045,-1.662068441,0.120476109,0.602049725,-4.378055881
g6070,YTHDC1,0.013191116,6.171377215,0.073188084,0.942773686,0.991505895,-6.200580126
g6071,g6071,0.614437164,7.959512851,3.678167478,0.002795928,0.200303114,-1.492123213
g6072,g6072,1.892180641,7.41641728,4.076184818,0.001317697,0.154292863,-0.790618786
g6073,CHEK1,-0.406599209,3.910552777,-1.481722107,0.162309772,0.652508638,-4.885931632
g6074,LARP1B,0.239178118,6.950921622,1.849473678,0.087314876,0.549618589,-4.651183868
g6075,CDCP2,-0.475515445,3.604333543,-2.075185119,0.058439235,0.51024757,-4.01329813
g6076,ATP8A1,0.0332722,7.4676179,0.205413062,0.840439915,0.972806512,-6.180676559
g6077,FAM195A,-0.350391016,3.964909944,-1.862528325,0.085343205,0.546726757,-4.386507522
g6078,FOXQ1,-0.507518742,5.806226113,-3.403038843,0.00473213,0.236945745,-1.981086077
g6079,TEPP,-0.273502104,4.923691639,-0.451534564,0.659066012,0.924358389,-5.993946469
g608,REG3G,-1.185518217,1.016888524,-1.254929073,0.231657582,0.709646536,-4.607460567
g6080,g6080,0.032265461,4.691058225,0.113826401,0.911119418,0.985155304,-6.051923595
g6081,PSMD5,-0.193897652,4.395593287,-1.444299929,0.172387778,0.663787048,-5.017388495
g6082,COQ7,-0.05932705,2.887443585,-0.204764981,0.840935799,0.972806512,-5.590752159
g6083,TP53BP1,0.251640976,5.89660819,1.950352531,0.073094161,0.537017104,-4.476718414
g6084,TBL3,0.208231435,5.92196091,1.387448216,0.188695265,0.675025071,-5.266213603
g6085,WASF2,-0.328471106,3.689247957,-1.373776511,0.192801549,0.679173796,-4.965450467
g6086,DNAJC2,-0.056114356,5.445800692,-0.317910173,0.755616195,0.955031054,-6.098827389
g6087,RNF181,0.016674792,3.438043391,0.063925928,0.950004448,0.992820264,-5.769735371
g6088,g6088,0.091138993,0.922599677,0.173149876,0.865207992,0.977415189,-5.09281608
g6089,ECD,-0.036348027,3.915053028,-0.179278058,0.86049117,0.976874583,-5.869929362
g609,CA4,0.025698971,0.958650351,0.051554518,0.959669615,0.994892321,-5.076441656
g6090,MED22,0.046755081,3.665356106,0.238006225,0.815596896,0.966202545,-5.792961285
g6091,LAMTOR2,0.004376231,4.28255798,0.027551638,0.97843939,0.996356332,-5.974118282
g6092,FMO5,0.128884266,5.181417466,0.412235,0.686902903,0.936107068,-6.03436973
g6093,EFNA5,-0.045816844,3.649306462,-0.333899631,0.743795032,0.951993396,-5.767433018
g6094,EFNA5,0.238195607,6.063844775,1.752137973,0.103354297,0.580096233,-4.781270687
g6095,PPP1R16B,0.031249612,5.701496469,0.185997138,0.855325938,0.975577443,-6.155510871
g6096,RRS1,0.03198344,5.5229064,0.145563947,0.886504684,0.980439782,-6.144507401
g6097,SPG20,-0.030432827,3.230055941,-0.088975378,0.930461408,0.989590456,-5.714507729
g6098,LYG2,-0.577675466,4.486085153,-0.932993164,0.367876344,0.803604829,-5.595451759
g6099,g6099,-1.108850157,-0.263142091,-1.022753807,0.325132304,0.778044073,-4.64963035
g610,g610,-0.64392181,-0.427859428,-0.566181134,0.580940399,0.896361443,-4.829079789
g6101,AS3MT,0.134180477,5.749346445,0.794844893,0.441014023,0.837378053,-5.857368229
g6102,WDR45B,-0.064094418,4.546653926,-0.321401157,0.753029683,0.954612039,-5.962260746
g6103,ZBTB10,0.057886798,7.338971495,0.259623106,0.799232063,0.963786559,-6.172921543
g6104,CCDC39,-0.223982203,6.185360481,-0.98596515,0.342196205,0.789065247,-5.721328602
g6105,CASP2,-0.039176957,3.880113523,-0.088520714,0.93081575,0.989686888,-5.871885537
g6106,BRD7,-0.113176149,6.098705162,-0.963997041,0.352686788,0.792709373,-5.737018539
g6108,RMDN1,-0.092781922,3.819210432,-0.570805734,0.577892636,0.894967022,-5.704501076
g6109,TTI1,-0.103636638,3.376859422,-0.541850804,0.59711223,0.901994307,-5.602530604
g611,g611,0.70196739,0.589320973,0.840842816,0.415676871,0.824025026,-4.815246022
g6110,g6110,-0.265433878,3.290835584,-1.091831528,0.294784231,0.759118514,-5.17074491
g6111,TPD52L2,0.103964554,7.275106756,1.015195943,0.328586518,0.780406946,-5.696262054
g6112,g6112,0.010140012,3.210342697,0.028689867,0.977548923,0.996356332,-5.71821115
g6113,g6113,0.020622354,2.730985342,0.089396564,0.930133173,0.989590456,-5.566903133
g6114,BARX1,0.212906164,4.129506059,0.992288088,0.339218534,0.788395578,-5.450817114
g6115,g6115,0.353573947,2.399594689,1.255001491,0.231632128,0.709646536,-4.808370226
g6116,EEF1B2,0.342769262,9.194046723,1.361163229,0.196654801,0.681899272,-5.257071712
g6117,g6117,0.214885978,5.432045789,1.15759994,0.267911899,0.736474012,-5.494738399
g6118,CLEC16A,0.112145213,5.798979155,0.933356277,0.367695842,0.803604829,-5.747494923
g6119,TTC4,-0.065891564,4.913498295,-0.381693589,0.708871978,0.942177437,-6.008210552
g6120,DHX33,0.065848916,4.873387574,0.346332716,0.734649435,0.949232137,-6.015932361
g6121,PDCD4,0.176988138,6.795118149,1.104477692,0.289465306,0.754586738,-5.613031186
g6122,FAM151A,-0.094992422,3.996248861,-0.362779284,0.722616211,0.945308407,-5.85422439
